
#####################
#### grain 8

#    orientation:
#
#    q = [7.691974e-01, 6.195888e-01, 1.524858e-01, 3.454275e-02]
#
#    R = [[9.511e-01, 1.358e-01, 2.774e-01],
#         [2.421e-01, 2.298e-01, -9.426e-01],
#         [-1.918e-01, 9.637e-01, 1.857e-01]]
#
#    left stretch tensor:
#
#    V = [[9.999e-01, -1.839e-04, -2.010e-04],
#         [-1.839e-04, 1.001e+00, 5.488e-04],
#         [-2.010e-04, 5.488e-04, 9.995e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-9.029e-05, -1.837e-04, -2.010e-04],
#         [-1.837e-04, 1.005e-03, 5.487e-04],
#         [-2.010e-04, 5.487e-04, -5.371e-04]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-1.048e-04, 2.217e-05, 1.745e-05],
#         [2.217e-05, -2.685e-04, -8.392e-04],
#         [1.745e-05, -8.392e-04, 7.505e-04]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.512e-01, 1.361e-01, 2.773e-01],
#         [2.421e-01, 2.291e-01, -9.417e-01],
#         [-1.918e-01, 9.641e-01, 1.864e-01]]
#
#    lattice parameters:
#
#    2.95049, 2.95007, 4.68902, 90.0843, 89.998, 120.002
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (0.60018, -0.00334642, -0.290728)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	225	2	-1	1	1	4.8488e+00	-1.5929e+02	-2.6661e+01	4.8471e+00	-1.5922e+02	-2.6770e+01	1.6721e-03	6.8772e-02	1.0947e-01	-3.6397e-01	-1.5756e-01	2.0385e-01	1.1635e+03	6.2742e+02	-2.6770e+01
	4632	2	1	0	1	4.8456e+00	-1.5299e+02	-1.3883e+02	4.8467e+00	-1.5296e+02	-1.3878e+02	1.0748e-03	3.1202e-02	5.4779e-02	3.1101e-01	-2.0221e-01	2.4695e-01	1.2059e+03	6.4724e+02	-1.3878e+02
	5039	2	1	0	-1	4.8480e+00	1.5061e+02	-1.4927e+02	4.8463e+00	1.5066e+02	-1.4928e+02	1.6663e-03	5.1159e-02	1.0153e-02	3.4326e-01	2.1860e-01	1.8213e-01	8.0562e+02	6.5516e+02	-1.4928e+02
	2602	2	0	1	-1	4.8471e+00	1.4245e+02	-8.6203e+01	4.8483e+00	1.4243e+02	-8.6279e+01	1.1546e-03	2.2109e-02	7.5899e-02	-4.5758e-03	2.7144e-01	3.5358e-01	7.5485e+02	6.8903e+02	-8.6279e+01
	5240	2	-1	0	1	4.8480e+00	-2.9388e+01	-1.5483e+02	4.8481e+00	-2.9317e+01	-1.5478e+02	9.8964e-05	7.1603e-02	4.9149e-02	-3.4326e-01	-2.1860e-01	-1.8213e-01	1.2210e+03	1.3944e+03	-1.5478e+02
	2841	2	0	-1	1	4.8471e+00	-3.7550e+01	-9.2314e+01	4.8476e+00	-3.7580e+01	-9.2282e+01	4.6955e-04	3.0167e-02	3.1970e-02	4.5758e-03	-2.7144e-01	-3.5358e-01	1.2719e+03	1.3610e+03	-9.2282e+01
	192	2	1	-1	1	4.8464e+00	-3.6238e+01	-2.5745e+01	4.8464e+00	-3.6167e+01	-2.5772e+01	2.8235e-06	7.0883e-02	2.6879e-02	3.3171e-01	-2.6324e-01	-1.3904e-01	1.2634e+03	1.3656e+03	-2.5772e+01
	2656	2	0	-1	-1	4.8472e+00	1.9595e+01	-8.7542e+01	4.8463e+00	1.9546e+01	-8.7773e+01	8.5000e-04	4.8429e-02	2.3122e-01	3.6832e-02	1.4936e-01	-4.1839e-01	8.7137e+02	1.4244e+03	-8.7773e+01
	407	2	1	-1	-1	4.8488e+00	2.0711e+01	-3.1844e+01	4.8458e+00	2.0784e+01	-3.1779e+01	2.9657e-03	7.3196e-02	6.5637e-02	3.6397e-01	1.5756e-01	-2.0385e-01	8.6283e+02	1.4198e+03	-3.1779e+01
	4847	2	-1	0	-1	4.8456e+00	2.7010e+01	-1.4427e+02	4.8480e+00	2.7032e+01	-1.4428e+02	2.3433e-03	2.1935e-02	6.8401e-03	-3.1101e-01	2.0221e-01	-2.4695e-01	8.2041e+02	1.4025e+03	-1.4428e+02
	2307	3	0	1	2	6.2990e+00	-1.4153e+02	-7.9280e+01	6.2978e+00	-1.4156e+02	-7.9264e+01	1.2835e-03	2.7760e-02	1.5642e-02	-5.2960e-02	-3.5977e-01	4.5080e-01	1.3560e+03	5.9286e+02	-7.9264e+01
	263	3	-1	1	2	6.3012e+00	-1.4050e+02	-2.7784e+01	6.3018e+00	-1.4045e+02	-2.7780e+01	6.5686e-04	4.8430e-02	4.0271e-03	-3.8009e-01	-3.6796e-01	2.3626e-01	1.3644e+03	5.9806e+02	-2.7780e+01
	4375	3	1	0	2	6.2970e+00	-1.3446e+02	-1.3206e+02	6.2981e+00	-1.3445e+02	-1.3213e+02	1.1694e-03	1.3874e-02	7.6571e-02	2.9488e-01	-4.1261e-01	2.7936e-01	1.4070e+03	6.3846e+02	-1.3213e+02
	5149	3	1	0	-2	6.3006e+00	1.3213e+02	-1.5269e+02	6.2984e+00	1.3219e+02	-1.5276e+02	2.1270e-03	5.9790e-02	7.1082e-02	3.5939e-01	4.2900e-01	1.4973e-01	6.0458e+02	6.5405e+02	-1.5276e+02
	2608	3	0	1	-2	6.2990e+00	1.2357e+02	-8.6378e+01	6.3003e+00	1.2355e+02	-8.6265e+01	1.2325e-03	2.1318e-02	1.1298e-01	1.1552e-02	4.8184e-01	3.2117e-01	5.5361e+02	7.2006e+02	-8.6265e+01
	3049	3	0	-1	2	6.2990e+00	-5.6428e+01	-9.7742e+01	6.2996e+00	-5.6456e+01	-9.7764e+01	5.6893e-04	2.8454e-02	2.1870e-02	-1.1552e-02	-4.8184e-01	-3.2117e-01	1.4734e+03	1.3301e+03	-9.7764e+01
	120	3	1	-1	2	6.2976e+00	-5.5005e+01	-2.4149e+01	6.2999e+00	-5.4898e+01	-2.3770e+01	2.3188e-03	1.0723e-01	3.7827e-01	3.1558e-01	-4.7365e-01	-1.0663e-01	1.4649e+03	1.3408e+03	-2.3770e+01
	2628	3	0	-1	-2	6.2990e+00	3.8469e+01	-8.7320e+01	6.2983e+00	3.8449e+01	-8.7266e+01	7.8060e-04	2.0633e-02	5.3396e-02	5.2960e-02	3.5977e-01	-4.5080e-01	6.7007e+02	1.4570e+03	-8.7266e+01
	602	3	1	-1	-2	6.3012e+00	3.9498e+01	-3.5945e+01	6.2950e+00	3.9587e+01	-3.6264e+01	6.1952e-03	8.9357e-02	3.1899e-01	3.8009e-01	3.6796e-01	-2.3626e-01	6.6182e+02	1.4487e+03	-3.6264e+01
	4699	3	-1	0	-2	6.2970e+00	4.5537e+01	-1.4104e+02	6.3000e+00	4.5546e+01	-1.4077e+02	3.0623e-03	9.4187e-03	2.6543e-01	-2.9488e-01	4.1261e-01	-2.7936e-01	6.1909e+02	1.4113e+03	-1.4077e+02
	3683	4	1	1	0	7.3722e+00	1.7412e+02	-1.1333e+02	7.3721e+00	1.7411e+02	-1.1327e+02	1.3485e-04	1.7802e-02	5.8898e-02	3.0643e-01	6.9234e-02	6.0053e-01	9.4683e+02	3.8214e+02	-1.1327e+02
	1279	4	-1	2	0	7.3738e+00	1.7031e+02	-5.2790e+01	7.3730e+00	1.7031e+02	-5.2766e+01	7.8769e-04	3.4833e-03	2.3554e-02	-3.6854e-01	1.1388e-01	5.5743e-01	9.0438e+02	3.8734e+02	-5.2766e+01
	3968	4	-1	-1	0	7.3722e+00	-5.8755e+00	-1.2074e+02	7.3739e+00	-5.8808e+00	-1.2077e+02	1.7072e-03	5.3406e-03	2.7578e-02	-3.0643e-01	-6.9234e-02	-6.0053e-01	1.0796e+03	1.6690e+03	-1.2077e+02
	1586	4	1	-2	0	7.3738e+00	-9.6914e+00	-6.0270e+01	7.3732e+00	-9.7005e+00	-6.0267e+01	5.2608e-04	9.0209e-03	2.8534e-03	3.6854e-01	-1.1388e-01	-5.5743e-01	1.1223e+03	1.6624e+03	-6.0267e+01
#
#    final completeness for grain 3: 93.9394%
#####################


#####################
#### grain 22

#    orientation:
#
#    q = [7.415219e-01, 6.347183e-01, 2.044902e-01, -7.390306e-02]
#
#    R = [[9.054e-01, 3.692e-01, 2.095e-01],
#         [1.500e-01, 1.833e-01, -9.715e-01],
#         [-3.971e-01, 9.111e-01, 1.106e-01]]
#
#    left stretch tensor:
#
#    V = [[1.001e+00, -5.212e-04, -7.239e-04],
#         [-5.212e-04, 9.993e-01, -3.998e-04],
#         [-7.239e-04, -3.998e-04, 9.997e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[7.176e-04, -5.214e-04, -7.239e-04],
#         [-5.214e-04, -7.451e-04, -4.002e-04],
#         [-7.239e-04, -4.002e-04, -3.105e-04]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[9.492e-04, -3.003e-04, 5.272e-04],
#         [-3.003e-04, -8.762e-04, 5.023e-04],
#         [5.272e-04, 5.023e-04, -4.109e-04]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.046e-01, 3.697e-01, 2.089e-01],
#         [1.504e-01, 1.840e-01, -9.721e-01],
#         [-3.965e-01, 9.117e-01, 1.104e-01]]
#
#    lattice parameters:
#
#    2.9536, 2.95033, 4.68358, 89.9804, 89.9396, 120.071
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (-0.269207, 0.0231046, -0.414957)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	3557	0	0	1	0	4.2584e+00	1.6940e+02	-1.0991e+02	4.2548e+00	1.6938e+02	-1.0978e+02	3.5602e-03	1.7190e-02	1.2189e-01	1.4466e-01	7.2017e-02	3.5677e-01	9.4457e+02	6.6024e+02	-1.0978e+02
	1249	0	-1	1	0	4.2515e+00	-1.7781e+02	-5.1043e+01	4.2562e+00	-1.7779e+02	-5.1096e+01	4.7684e-03	1.3077e-02	5.3764e-02	-2.3423e-01	-1.4965e-02	3.1275e-01	1.0274e+03	6.5251e+02	-5.1096e+01
	3732	0	0	-1	0	4.2584e+00	-1.0603e+01	-1.1424e+02	4.2552e+00	-1.0638e+01	-1.1428e+02	3.1680e-03	3.5441e-02	3.9218e-02	-1.4466e-01	-7.2017e-02	-3.5677e-01	1.0818e+03	1.3912e+03	-1.1428e+02
	1410	0	1	-1	0	4.2515e+00	2.1948e+00	-5.5297e+01	4.2528e+00	2.1833e+00	-5.5286e+01	1.3262e-03	1.1471e-02	1.0793e-02	2.3423e-01	1.4965e-02	-3.1275e-01	9.9891e+02	1.3955e+03	-5.5286e+01
	4779	1	0	0	2	4.6431e+00	-1.0347e+02	-1.4226e+02	4.6437e+00	-1.0344e+02	-1.4189e+02	6.0215e-04	2.9664e-02	3.7075e-01	8.9158e-02	-4.1494e-01	4.7137e-02	1.4081e+03	9.3109e+02	-1.4189e+02
	3725	2	0	1	1	4.8483e+00	-1.6230e+02	-1.1391e+02	4.8483e+00	-1.6228e+02	-1.1378e+02	7.7823e-05	1.8806e-02	1.2776e-01	1.8924e-01	-1.3546e-01	3.8034e-01	1.1420e+03	6.2190e+02	-1.1378e+02
	1514	2	-1	1	1	4.8451e+00	-1.5002e+02	-5.7786e+01	4.8486e+00	-1.5006e+02	-5.7832e+01	3.4148e-03	3.2481e-02	4.5761e-02	-1.8965e-01	-2.2244e-01	3.3632e-01	1.2245e+03	6.5703e+02	-5.7832e+01
	920	2	-1	1	-1	4.8435e+00	1.5437e+02	-4.3361e+01	4.8482e+00	1.5441e+02	-4.3324e+01	4.6833e-03	3.7197e-02	3.6911e-02	-2.7880e-01	1.9251e-01	2.8918e-01	8.3012e+02	6.4160e+02	-4.3324e+01
	3342	2	0	1	-1	4.8524e+00	1.4118e+02	-1.0361e+02	4.8475e+00	1.4114e+02	-1.0384e+02	4.9129e-03	4.6842e-02	2.3323e-01	1.0008e-01	2.7949e-01	3.3320e-01	7.4726e+02	6.9562e+02	-1.0384e+02
	3565	2	0	-1	1	4.8524e+00	-3.8818e+01	-1.0983e+02	4.8495e+00	-3.8871e+01	-1.0986e+02	2.9237e-03	5.2928e-02	2.4902e-02	-1.0008e-01	-2.7949e-01	-3.3320e-01	1.2794e+03	1.3559e+03	-1.0986e+02
	1163	2	1	-1	1	4.8435e+00	-2.5630e+01	-4.8733e+01	4.8458e+00	-2.5605e+01	-4.8820e+01	2.3220e-03	2.5348e-02	8.7385e-02	2.7880e-01	-1.9251e-01	-2.8918e-01	1.1962e+03	1.4060e+03	-4.8820e+01
	3913	2	0	-1	-1	4.8483e+00	1.7702e+01	-1.1900e+02	4.8473e+00	1.7688e+01	-1.1896e+02	1.0012e-03	1.3314e-02	3.7621e-02	-1.8924e-01	1.3546e-01	-3.8034e-01	8.8423e+02	1.4296e+03	-1.1896e+02
	1714	2	1	-1	-1	4.8451e+00	2.9976e+01	-6.3378e+01	4.8454e+00	2.9936e+01	-6.3344e+01	2.5167e-04	4.0046e-02	3.4236e-02	1.8965e-01	2.2244e-01	-3.3632e-01	8.0164e+02	1.3915e+03	-6.3344e+01
	3811	3	0	1	2	6.2986e+00	-1.4363e+02	-1.1616e+02	6.2991e+00	-1.4362e+02	-1.1626e+02	5.0755e-04	3.6696e-03	1.0749e-01	2.3382e-01	-3.4293e-01	4.0391e-01	1.3402e+03	5.8148e+02	-1.1626e+02
	1715	3	-1	1	2	6.2984e+00	-1.3197e+02	-6.3343e+01	6.2992e+00	-1.3202e+02	-6.3734e+01	8.2285e-04	4.5124e-02	3.9113e-01	-1.4507e-01	-4.2991e-01	3.5989e-01	1.4228e+03	6.5525e+02	-6.3734e+01
	518	3	-1	1	-2	6.2958e+00	1.3621e+02	-3.5042e+01	6.3001e+00	1.3630e+02	-3.4773e+01	4.2811e-03	9.0434e-02	2.6866e-01	-3.2338e-01	3.9998e-01	2.6562e-01	6.3227e+02	6.2468e+02	-3.4773e+01
	2928	3	0	1	-2	6.3049e+00	1.2273e+02	-9.4346e+01	6.3017e+00	1.2266e+02	-9.4278e+01	3.2437e-03	6.7307e-02	6.7413e-02	5.5504e-02	4.8696e-01	3.0963e-01	5.4874e+02	7.2765e+02	-9.4278e+01
	3414	3	0	-1	2	6.3049e+00	-5.7273e+01	-1.0598e+02	6.3030e+00	-5.7352e+01	-1.0625e+02	1.9346e-03	7.8971e-02	2.6711e-01	-5.5504e-02	-4.8696e-01	-3.0963e-01	1.4782e+03	1.3235e+03	-1.0625e+02
	926	3	1	-1	2	6.2958e+00	-4.3788e+01	-4.3755e+01	6.2992e+00	-4.3729e+01	-4.3762e+01	3.4030e-03	5.8337e-02	6.8428e-03	3.2338e-01	-3.9998e-01	-2.6562e-01	1.3946e+03	1.4224e+03	-4.3762e+01
	4109	3	0	-1	-2	6.2986e+00	3.6372e+01	-1.2398e+02	6.2991e+00	3.6344e+01	-1.2391e+02	4.9775e-04	2.7598e-02	6.1004e-02	-2.3382e-01	3.4293e-01	-4.0391e-01	6.8595e+02	1.4702e+03	-1.2391e+02
	2050	3	1	-1	-2	6.2984e+00	4.8027e+01	-7.2749e+01	6.3002e+00	4.8067e+01	-7.2613e+01	1.7909e-03	3.9947e-02	1.3639e-01	1.4507e-01	4.2991e-01	-3.5989e-01	6.0258e+02	1.3934e+03	-7.2613e+01
	4630	4	1	1	0	7.3777e+00	1.6641e+02	-1.3877e+02	7.3715e+00	1.6646e+02	-1.3878e+02	6.1823e-03	4.4581e-02	1.1833e-02	5.2355e-01	1.5900e-01	4.0079e-01	8.6174e+02	3.9724e+02	-1.3878e+02
	2285	4	-1	2	0	7.3739e+00	1.7516e+02	-7.8681e+01	7.3735e+00	1.7513e+02	-7.8770e+01	3.3747e-04	2.8597e-02	8.9335e-02	-8.9563e-02	5.7052e-02	6.6952e-01	9.5824e+02	3.8111e+02	-7.8770e+01
	4955	4	-1	-1	0	7.3777e+00	-1.3586e+01	-1.4636e+02	7.3745e+00	-1.3555e+01	-1.4631e+02	3.2502e-03	3.1205e-02	4.9125e-02	-5.2355e-01	-1.5900e-01	-4.0079e-01	1.1649e+03	1.6550e+03	-1.4631e+02
	2600	4	1	-2	0	7.3739e+00	-4.8378e+00	-8.6081e+01	7.3727e+00	-4.8785e+00	-8.6217e+01	1.1543e-03	4.0707e-02	1.3580e-01	8.9563e-02	-5.7052e-02	-6.6952e-01	1.0681e+03	1.6699e+03	-8.6217e+01
	228	4	2	-1	0	7.3657e+00	8.6771e+00	-2.7394e+01	7.3702e+00	8.7318e+00	-2.7288e+01	4.5037e-03	5.4768e-02	1.0624e-01	6.1311e-01	1.0195e-01	-2.6873e-01	9.1490e+02	1.6621e+03	-2.7288e+01
#
#    final completeness for grain 22: 100%
#####################


#####################
#### grain 34

#    orientation:
#
#    q = [8.356689e-01, 3.710643e-01, 3.569094e-01, -1.912707e-01]
#
#    R = [[6.721e-01, 5.846e-01, 4.546e-01],
#         [-5.481e-02, 6.515e-01, -7.567e-01],
#         [-7.385e-01, 4.836e-01, 4.699e-01]]
#
#    left stretch tensor:
#
#    V = [[9.987e-01, 3.518e-04, -3.383e-04],
#         [3.518e-04, 1.000e+00, 5.214e-04],
#         [-3.383e-04, 5.214e-04, 1.000e+00]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-1.301e-03, 3.521e-04, -3.386e-04],
#         [3.521e-04, 9.615e-05, 5.214e-04],
#         [-3.386e-04, 5.214e-04, 2.882e-04]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-7.795e-05, -7.032e-04, -3.968e-04],
#         [-7.032e-04, 6.880e-05, -5.778e-04],
#         [-3.968e-04, -5.778e-04, -9.078e-04]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[6.727e-01, 5.852e-01, 4.556e-01],
#         [-5.465e-02, 6.509e-01, -7.570e-01],
#         [-7.380e-01, 4.834e-01, 4.703e-01]]
#
#    lattice parameters:
#
#    2.95057, 2.95269, 4.68125, 90.0346, 90.0454, 120.057
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (0.0698415, 0.00116191, -0.485741)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	4588	0	0	1	0	4.2544e+00	1.3935e+02	-1.3764e+02	4.2537e+00	1.3940e+02	-1.3778e+02	6.8520e-04	5.3318e-02	1.3515e-01	2.2902e-01	2.5472e-01	1.8915e-01	7.7127e+02	7.4222e+02	-1.3778e+02
	1914	0	-1	1	0	4.2523e+00	1.5808e+02	-6.9487e+01	4.2556e+00	1.5808e+02	-6.9366e+01	3.3738e-03	5.9060e-03	1.2070e-01	-1.1347e-01	1.4588e-01	3.4467e-01	8.7439e+02	6.8068e+02	-6.9366e+01
	77	0	-1	0	0	4.2574e+00	-1.6385e+02	-2.2207e+01	4.2546e+00	-1.6377e+02	-2.2288e+01	2.8316e-03	8.0367e-02	8.0162e-02	-3.4248e-01	-1.0884e-01	1.5553e-01	1.1170e+03	6.6761e+02	-2.2288e+01
	4817	0	0	-1	0	4.2544e+00	-4.0649e+01	-1.4325e+02	4.2538e+00	-4.0613e+01	-1.4329e+02	5.5975e-04	3.6376e-02	4.2842e-02	-2.2902e-01	-2.5472e-01	-1.8915e-01	1.2554e+03	1.3068e+03	-1.4329e+02
	2108	0	1	-1	0	4.2523e+00	-2.1917e+01	-7.4070e+01	4.2554e+00	-2.1933e+01	-7.4243e+01	3.1657e-03	1.5634e-02	1.7332e-01	1.1347e-01	-1.4588e-01	-3.4467e-01	1.1522e+03	1.3707e+03	-7.4243e+01
	219	0	1	0	0	4.2574e+00	1.6150e+01	-2.6640e+01	4.2550e+00	1.6228e+01	-2.6783e+01	2.3961e-03	7.8153e-02	1.4320e-01	3.4248e-01	1.0884e-01	-1.5553e-01	9.0926e+02	1.3816e+03	-2.6783e+01
	4337	1	0	0	2	4.6454e+00	-1.3080e+02	-1.3054e+02	4.6412e+00	-1.3071e+02	-1.3041e+02	4.2286e-03	9.3660e-02	1.2900e-01	1.9447e-01	-3.2314e-01	2.0073e-01	1.3209e+03	7.6002e+02	-1.3041e+02
	4592	1	0	0	-2	4.6454e+00	4.9198e+01	-1.3764e+02	4.6410e+00	4.9289e+01	-1.3752e+02	4.3805e-03	9.0637e-02	1.2178e-01	-1.9447e-01	3.2314e-01	-2.0073e-01	7.0543e+02	1.2893e+03	-1.3752e+02
	4516	2	0	1	1	4.8498e+00	1.6793e+02	-1.3593e+02	4.8470e+00	1.6797e+02	-1.3583e+02	2.7486e-03	3.6929e-02	1.0573e-01	3.2625e-01	9.3151e-02	2.8951e-01	9.2485e+02	6.1007e+02	-1.3583e+02
	2558	2	-1	1	1	4.8453e+00	-1.7798e+02	-8.5487e+01	4.8474e+00	-1.7801e+02	-8.5330e+01	2.0599e-03	2.6852e-02	1.5736e-01	-1.6232e-02	-1.5689e-02	4.4504e-01	1.0279e+03	6.0213e+02	-8.5330e+01
	887	2	-1	0	1	4.8475e+00	-1.4262e+02	-4.3168e+01	4.8462e+00	-1.4259e+02	-4.3310e+01	1.2858e-03	3.3858e-02	1.4255e-01	-2.4525e-01	-2.7041e-01	2.5589e-01	1.2705e+03	6.8861e+02	-4.3310e+01
	978	2	-1	1	-1	4.8458e+00	1.3633e+02	-4.5877e+01	4.8473e+00	1.3636e+02	-4.5832e+01	1.4771e-03	2.6726e-02	4.4259e-02	-2.1070e-01	3.0745e-01	2.4431e-01	7.2086e+02	7.1862e+02	-4.5832e+01
	4700	2	0	1	-1	4.8451e+00	1.1076e+02	-1.3923e+02	4.8475e+00	1.1085e+02	-1.3970e+02	2.3899e-03	9.1933e-02	4.7569e-01	1.3178e-01	4.1629e-01	8.8781e-02	6.1702e+02	8.7355e+02	-1.3970e+02
	5191	2	0	-1	1	4.8451e+00	-6.9243e+01	-1.5284e+02	4.8462e+00	-6.9142e+01	-1.5325e+02	1.1019e-03	1.0117e-01	4.0627e-01	-1.3178e-01	-4.1629e-01	-8.8781e-02	1.4096e+03	1.1749e+03	-1.5325e+02
	1287	2	1	-1	1	4.8458e+00	-4.3670e+01	-5.2572e+01	4.8475e+00	-4.3638e+01	-5.2783e+01	1.7538e-03	3.2186e-02	2.1066e-01	2.1070e-01	-3.0745e-01	-2.4431e-01	1.3058e+03	1.3322e+03	-5.2783e+01
	4715	2	0	-1	-1	4.8498e+00	-1.2066e+01	-1.4089e+02	4.8470e+00	-1.2024e+01	-1.4082e+02	2.7366e-03	4.2359e-02	7.3132e-02	-3.2625e-01	-9.3151e-02	-2.8951e-01	1.1016e+03	1.4394e+03	-1.4082e+02
	1165	2	1	0	-1	4.8475e+00	3.7380e+01	-4.9266e+01	4.8467e+00	3.7409e+01	-4.9332e+01	7.8136e-04	2.8595e-02	6.6635e-02	2.4525e-01	2.7041e-01	-2.5589e-01	7.5570e+02	1.3619e+03	-4.9332e+01
	2747	2	1	-1	-1	4.8453e+00	2.0194e+00	-9.0335e+01	4.8475e+00	1.9917e+00	-9.0302e+01	2.1824e-03	2.7732e-02	3.2829e-02	1.6232e-02	1.5689e-02	-4.4504e-01	9.9844e+02	1.4495e+03	-9.0302e+01
	4466	3	0	1	2	6.3044e+00	-1.7321e+02	-1.3419e+02	6.2985e+00	-1.7316e+02	-1.3427e+02	5.8471e-03	4.7280e-02	7.3824e-02	4.2348e-01	-6.8419e-02	3.8988e-01	1.0788e+03	4.7695e+02	-1.3427e+02
	2958	3	-1	1	2	6.2990e+00	-1.6215e+02	-9.5139e+01	6.3000e+00	-1.6218e+02	-9.5253e+01	1.0179e-03	3.0965e-02	1.1429e-01	8.1001e-02	-1.7726e-01	5.4541e-01	1.1820e+03	5.0034e+02	-9.5253e+01
	1666	3	-1	0	2	6.2988e+00	-1.3167e+02	-6.2707e+01	6.2968e+00	-1.3167e+02	-6.2778e+01	2.0606e-03	1.7311e-03	7.0365e-02	-1.4802e-01	-4.3198e-01	3.5626e-01	1.4250e+03	6.5883e+02	-6.2778e+01
	-999	3	0	1	-2	6.2971e+00	9.1764e+01	-1.3776e+02	nan       	nan       	nan       	5.6549e-05	2.8982e-01	3.4956e+00	3.4551e-02	5.7786e-01	-1.1585e-02	nan       	nan       	nan
	359	3	1	-1	2	6.2997e+00	-5.4188e+01	-3.0426e+01	6.2988e+00	-5.4137e+01	-3.0293e+01	8.6976e-04	5.1045e-02	1.3279e-01	3.0793e-01	-4.6902e-01	-1.4394e-01	1.4605e+03	1.3480e+03	-3.0293e+01
	-999	3	0	-1	-2	6.3044e+00	6.7888e+00	-1.4054e+02	nan       	nan       	nan       	1.5342e-02	1.0395e+00	2.7732e+00	-4.2348e-01	6.8419e-02	-3.8988e-01	nan       	nan       	nan
	-666	3	1	0	-2	6.2988e+00	4.8330e+01	-7.2170e+01	6.2928e+00	4.8140e+01	-7.2613e+01	6.0361e-03	1.9020e-01	4.4336e-01	1.4802e-01	4.3198e-01	-3.5626e-01	6.0258e+02	1.3934e+03	-7.2613e+01
	3246	3	1	-1	-2	6.2990e+00	1.7849e+01	-1.0176e+02	6.2985e+00	1.7830e+01	-1.0177e+02	4.3318e-04	1.9191e-02	1.8342e-02	-8.1001e-02	1.7726e-01	-5.4541e-01	8.4413e+02	1.5510e+03	-1.0177e+02
	2356	3	0	1	-2	6.2971e+00	8.8236e+01	-7.9311e+01	6.2973e+00	8.8259e+01	-7.9264e+01	1.4188e-04	2.2209e-02	4.6461e-02	3.4551e-02	5.7786e-01	-1.1585e-02	4.6197e+02	1.0423e+03	-7.9264e+01
	3070	4	-1	2	0	7.3680e+00	1.4365e+02	-9.7643e+01	7.3744e+00	1.4367e+02	-9.7776e+01	6.4658e-03	1.0977e-02	1.3259e-01	1.1555e-01	4.0060e-01	5.3382e-01	6.3012e+02	5.0469e+02	-9.7776e+01
	927	4	-2	1	0	7.3733e+00	1.7686e+02	-4.3958e+01	7.3741e+00	1.7686e+02	-4.3823e+01	8.5452e-04	1.4005e-03	1.3474e-01	-4.5595e-01	3.7042e-02	5.0020e-01	9.7779e+02	3.7982e+02	-4.3823e+01
	3433	4	1	-2	0	7.3680e+00	-3.6346e+01	-1.0678e+02	7.3734e+00	-3.6339e+01	-1.0680e+02	5.4111e-03	6.1413e-03	1.2847e-02	-1.1555e-01	-4.0060e-01	-5.3382e-01	1.3969e+03	1.5470e+03	-1.0680e+02
	1245	4	2	-1	0	7.3733e+00	-3.1391e+00	-5.1342e+01	7.3742e+00	-3.1284e+00	-5.1286e+01	9.1720e-04	1.0750e-02	5.5767e-02	4.5595e-01	-3.7042e-02	-5.0020e-01	1.0485e+03	1.6716e+03	-5.1286e+01
#
#    final completeness for grain 34: 90.3226%
#####################


#####################
#### grain 57

#    orientation:
#
#    q = [7.323011e-01, 5.943970e-01, 3.279361e-01, 5.371352e-02]
#
#    R = [[7.791e-01, 3.112e-01, 5.442e-01],
#         [4.685e-01, 2.876e-01, -8.353e-01],
#         [-4.164e-01, 9.058e-01, 7.830e-02]]
#
#    left stretch tensor:
#
#    V = [[9.992e-01, -1.339e-03, 7.742e-04],
#         [-1.339e-03, 9.999e-01, 8.332e-04],
#         [7.742e-04, 8.332e-04, 9.999e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
